,item_nbr,family,class,perishable
1753,1161556,BEVERAGES,1132,0
1754,1161557,BEVERAGES,1132,0
1755,1161571,GROCERY I,1022,0
1756,1161572,GROCERY I,1040,0
1757,1162382,GROCERY I,1022,0
1758,1162755,EGGS,2502,1
1759,1162759,EGGS,2502,1
1760,1162761,CLEANING,3030,0
1761,1162932,GROCERY I,1034,0
1762,1162933,GROCERY I,1034,0
1763,1162934,GROCERY I,1034,0
1764,1162935,GROCERY I,1034,0
1765,1163577,BEVERAGES,1132,0
1766,1163583,GROCERY I,1077,0
1767,1164290,DAIRY,2116,1
1768,1164923,BEVERAGES,1132,0
1769,1165987,GROCERY I,1028,0
1770,1165988,GROCERY I,1028,0
1771,1165989,GROCERY I,1028,0
1773,1166474,BEVERAGES,1120,0
1774,1166475,BEVERAGES,1120,0
1775,1166478,GROCERY I,1028,0
1776,1167175,GROCERY I,1016,0
1777,1167188,GROCERY II,1236,0
1778,1167487,GROCERY I,1025,0
1779,1167544,BEVERAGES,1124,0
1780,1167545,BEVERAGES,1124,0
1782,1167754,GROCERY I,1034,0
1783,1168684,CLEANING,3030,0
1784,1168717,GROCERY I,1026,0
1785,1168718,GROCERY I,1026,0
1786,1168738,CLEANING,3034,0
1787,1168741,CLEANING,3018,0
1788,1171140,DAIRY,2124,1
1789,1171142,GROCERY I,1028,0
1790,1172015,CLEANING,3040,0
1791,1173210,CLEANING,3040,0
1792,1173213,BEVERAGES,1126,0
1793,1173853,GROCERY I,1040,0
1794,1174923,GROCERY I,1074,0
1795,1175993,GROCERY I,1033,0
1796,1176558,GROCERY I,1026,0
1797,1176559,GROCERY I,1026,0
1798,1176560,GROCERY I,1026,0
1799,1176561,GROCERY I,1026,0
1800,1176562,GROCERY I,1026,0
1801,1177984,GROCERY I,1002,0
1802,1178687,GROCERY I,1026,0
1803,1178691,CLEANING,3020,0
1804,1178692,CLEANING,3020,0
1805,1178696,CLEANING,3020,0
1806,1178697,CLEANING,3020,0
1807,1179109,GROCERY I,1040,0
1808,1179117,BREAD/BAKERY,2708,1
1809,1179119,BREAD/BAKERY,2708,1
1810,1179579,BREAD/BAKERY,2714,1
1811,1179580,BREAD/BAKERY,2714,1
1812,1179581,BREAD/BAKERY,2716,1
1813,1182733,BEVERAGES,1120,0
1818,1210038,BREAD/BAKERY,2702,1
1819,1212452,"LIQUOR,WINE,BEER",1318,0
1820,1213906,CLEANING,3032,0
1821,1214325,CLEANING,3032,0
1823,1221054,"LIQUOR,WINE,BEER",1312,0
1824,1222571,PERSONAL CARE,4114,0
1825,1222575,CLEANING,3020,0
1826,1224495,GROCERY I,1016,0
1827,1224521,BEVERAGES,1120,0
1828,1225768,GROCERY I,1016,0
1829,1225769,GROCERY I,1016,0
1832,1226506,LAWN AND GARDEN,6954,0
1833,1226507,LAWN AND GARDEN,6954,0
1834,1226920,GROCERY I,1028,0
1835,1228300,CLEANING,3044,0
1836,1228312,GROCERY I,1028,0
1837,1228319,BEVERAGES,1136,0
1838,1228320,GROCERY I,1088,0
1839,1228321,GROCERY I,1088,0
1840,1228937,PERSONAL CARE,4118,0
1841,1228945,PERSONAL CARE,4118,0
1842,1228950,PERSONAL CARE,4118,0
1843,1228994,PERSONAL CARE,4176,0
1844,1228995,PERSONAL CARE,4176,0
1845,1229023,PERSONAL CARE,4176,0
1846,1229025,PERSONAL CARE,4176,0
1847,1229026,PERSONAL CARE,4176,0
1848,1229028,PERSONAL CARE,4176,0
1849,1229440,PERSONAL CARE,4104,0
1850,1229469,PERSONAL CARE,4138,0
1851,1229500,PERSONAL CARE,4162,0
1852,1229566,PERSONAL CARE,4118,0
1853,1229576,PERSONAL CARE,4118,0
1854,1229584,PERSONAL CARE,4118,0
1855,1229591,PERSONAL CARE,4118,0
1856,1229625,PERSONAL CARE,4118,0
1857,1229636,PERSONAL CARE,4118,0
1858,1229642,PERSONAL CARE,4118,0
1859,1229643,PERSONAL CARE,4118,0
1860,1229664,PERSONAL CARE,4138,0
1861,1229676,PERSONAL CARE,4138,0
1862,1229686,PERSONAL CARE,4140,0
1863,1229882,PERSONAL CARE,4104,0
1864,1229919,PERSONAL CARE,4138,0
1865,1229920,PERSONAL CARE,4138,0
1866,1229935,PERSONAL CARE,4138,0
1867,1230003,PERSONAL CARE,4176,0
1868,1230014,PERSONAL CARE,4176,0
1869,1230060,PERSONAL CARE,4138,0
1870,1230228,PERSONAL CARE,4138,0
1871,1230244,PERSONAL CARE,4138,0
1872,1230327,PERSONAL CARE,4138,0
1873,1230416,PERSONAL CARE,4130,0
1874,1230417,PERSONAL CARE,4130,0
1875,1230418,PERSONAL CARE,4130,0
1876,1230426,PERSONAL CARE,4138,0
1877,1230430,PERSONAL CARE,4162,0
1878,1230440,PERSONAL CARE,4138,0
1879,1230441,PERSONAL CARE,4138,0
1880,1230461,PERSONAL CARE,4138,0
1881,1231869,PERSONAL CARE,4176,0
1882,1233161,PERSONAL CARE,4141,0
1884,1235251,GROCERY I,1034,0
1885,1235334,GROCERY I,1028,0
1886,1235364,GROCERY I,1092,0
1887,1235365,GROCERY I,1092,0
1889,1237410,GROCERY I,1034,0
1890,1238497,DAIRY,2174,1
1891,1239294,GROCERY I,1002,0
1892,1239720,DAIRY,2152,1
1893,1239736,DAIRY,2164,1
1894,1239739,DAIRY,2164,1
1895,1239740,DAIRY,2164,1
1896,1239741,DAIRY,2164,1
1897,1239746,DAIRY,2164,1
1898,1239748,DAIRY,2164,1
1899,1239749,DAIRY,2164,1
1900,1239782,DAIRY,2174,1
1901,1239783,DAIRY,2174,1
1902,1239785,DAIRY,2174,1
1903,1239788,DAIRY,2152,1
1904,1239789,DAIRY,2162,1
1905,1239790,DAIRY,2162,1
1906,1239791,DAIRY,2162,1
1907,1239792,DAIRY,2162,1
1908,1239793,DAIRY,2162,1
1909,1239794,DAIRY,2162,1
1910,1239795,DAIRY,2162,1
1911,1239796,DAIRY,2162,1
1912,1239797,DAIRY,2162,1
1913,1239798,DAIRY,2162,1
1914,1239800,DAIRY,2162,1
1915,1239806,DAIRY,2166,1
1916,1239807,DAIRY,2166,1
1917,1239808,DAIRY,2170,1
1918,1239809,DAIRY,2170,1
1919,1239810,DAIRY,2170,1
1920,1239812,DAIRY,2170,1
1921,1239813,DAIRY,2170,1
1922,1239815,DAIRY,2170,1
1923,1239817,DAIRY,2170,1
1924,1239818,DAIRY,2170,1
1925,1239819,DAIRY,2170,1
1926,1239820,DAIRY,2174,1
1931,1239844,DAIRY,2170,1
1932,1239845,DAIRY,2170,1
1933,1239846,DAIRY,2170,1
1934,1239847,DAIRY,2170,1
1935,1239852,POULTRY,2420,1
1936,1239853,POULTRY,2420,1
1937,1239854,POULTRY,2420,1
1938,1239855,POULTRY,2420,1
1939,1239856,POULTRY,2420,1
1940,1239857,POULTRY,2420,1
1941,1239858,POULTRY,2420,1
1942,1239859,POULTRY,2420,1
1943,1239860,POULTRY,2420,1
1944,1239861,POULTRY,2420,1
1945,1239862,POULTRY,2420,1
1946,1239867,POULTRY,2420,1
1947,1239868,POULTRY,2420,1
1948,1239869,POULTRY,2420,1
1949,1239870,POULTRY,2420,1
1951,1239875,POULTRY,2420,1
1952,1239876,POULTRY,2420,1
1953,1239877,POULTRY,2420,1
1954,1239879,POULTRY,2420,1
1955,1239880,POULTRY,2420,1
1956,1239881,POULTRY,2420,1
1958,1239883,POULTRY,2420,1
1959,1239887,DAIRY,2152,1
1960,1239890,POULTRY,2420,1
1961,1239891,POULTRY,2420,1
1962,1239897,POULTRY,2420,1
1963,1239898,POULTRY,2420,1
1964,1239899,POULTRY,2420,1
1965,1239901,POULTRY,2420,1
1966,1239902,POULTRY,2420,1
1967,1239903,POULTRY,2420,1
1968,1239905,DAIRY,2172,1
1969,1239906,DAIRY,2172,1
1970,1239908,DAIRY,2172,1
1971,1239911,DAIRY,2172,1
1972,1239912,DAIRY,2172,1
1973,1239913,DAIRY,2172,1
1974,1239914,DAIRY,2172,1
1975,1239915,DAIRY,2172,1
1976,1239916,DAIRY,2172,1
1977,1239918,DAIRY,2172,1
1978,1239953,DAIRY,2172,1
1979,1239954,DAIRY,2174,1
1980,1239955,DAIRY,2174,1
1981,1239956,DAIRY,2174,1
1983,1240160,BEVERAGES,1120,0
1984,1242666,GROCERY I,1094,0
1985,1242667,GROCERY I,1094,0
1987,1243803,BEVERAGES,1120,0
1988,1243805,BEVERAGES,1120,0
1989,1243814,BEVERAGES,1122,0
1990,1243815,BEVERAGES,1122,0
1991,1243816,BEVERAGES,1122,0
1992,1243817,BEVERAGES,1122,0
1993,1245918,GROCERY I,1088,0
1994,1246493,GROCERY I,1016,0
1995,1246495,GROCERY I,1016,0
1996,1246498,GROCERY I,1016,0
1997,1246757,GROCERY I,1074,0
1998,1246758,GROCERY I,1074,0
1999,1246784,GROCERY I,1074,0
2000,1246785,GROCERY I,1074,0
2001,1247036,SEAFOOD,2864,1
2002,1248391,GROCERY I,1096,0
2003,1248394,GROCERY I,1096,0
2004,1248464,GROCERY I,1088,0
2005,1250226,GROCERY I,1028,0
2006,1253470,GROCERY I,1030,0
2007,1253708,BEAUTY,4250,0
2008,1253765,PERSONAL CARE,4114,0
2009,1254013,PERSONAL CARE,4114,0
2010,1254310,LAWN AND GARDEN,6920,0
2011,1255777,BEVERAGES,1124,0
2012,1257555,DAIRY,2116,1
2013,1259006,EGGS,2506,1
2014,1259007,EGGS,2506,1
2015,1259952,GROCERY I,1030,0
2016,1260238,CLEANING,3034,0
2017,1260241,GROCERY I,1058,0
2018,1260242,GROCERY I,1058,0
2019,1261025,BEVERAGES,1124,0
2020,1261376,GROCERY I,1058,0
2021,1273024,DAIRY,2152,1
2022,1279049,BREAD/BAKERY,2708,1
2023,1280677,CLEANING,3046,0
2024,1281011,BEVERAGES,1124,0
2025,1281253,GROCERY I,1056,0
2026,1281780,CLEANING,3024,0
2028,1282207,CLEANING,3020,0
2029,1284221,GROCERY I,1084,0
2030,1285150,BEVERAGES,1124,0
2031,1285154,BEVERAGES,1124,0
2032,1288226,MEATS,2302,1
2033,1288843,MEATS,2302,1
2034,1289417,GROCERY I,1002,0
2035,1289418,GROCERY I,1002,0
2037,1298766,CLEANING,3018,0
2038,1299616,DAIRY,2174,1
2040,1302670,CLEANING,3060,0
2041,1303141,BREAD/BAKERY,2714,1
2042,1304243,CLEANING,3024,0
2043,1304488,GROCERY I,1026,0
2044,1304490,GROCERY I,1026,0
2045,1304491,GROCERY I,1026,0
2046,1305845,DELI,2644,1
2047,1306155,PERSONAL CARE,4118,0
2048,1306196,CLEANING,3020,0
2049,1306197,CLEANING,3020,0
2050,1306198,CLEANING,3020,0
2051,1306199,CLEANING,3020,0
2052,1309245,BREAD/BAKERY,2786,1
2053,1309246,BREAD/BAKERY,2786,1
2054,1309297,BEVERAGES,1120,0
2055,1309298,BEVERAGES,1122,0
2056,1309300,BEVERAGES,1124,0
2057,1309560,BREAD/BAKERY,2716,1
2058,1309672,GROCERY I,1045,0
2059,1309856,CLEANING,3020,0
2060,1310076,CLEANING,3004,0
2062,1311104,"LIQUOR,WINE,BEER",1326,0
2063,1312957,GROCERY I,1040,0
2064,1313222,BREAD/BAKERY,2714,1
2065,1313223,BREAD/BAKERY,2714,1
2066,1314409,GROCERY I,1039,0
2068,1316369,GROCERY I,1026,0
2070,1317092,LAWN AND GARDEN,6918,0
2071,1317094,GROCERY I,1026,0
2072,1317095,GROCERY I,1026,0
2073,1317096,GROCERY I,1026,0
2074,1320180,CLEANING,3046,0
2075,1320701,EGGS,2506,1
2076,1320708,GROCERY I,1072,0
2079,1321336,GROCERY I,1012,0
2080,1321497,BREAD/BAKERY,2714,1
2081,1322479,GROCERY I,1016,0
2082,1323011,CLEANING,3008,0
2083,1323422,GROCERY I,1003,0
2085,1324174,GROCERY I,1010,0
2086,1324182,BEVERAGES,1132,0
2087,1324591,GROCERY I,1074,0
2088,1324667,GROCERY I,1094,0
2089,1324668,GROCERY I,1094,0
2090,1324670,GROCERY I,1094,0
2091,1324845,CLEANING,3020,0
2095,1325330,CLEANING,3020,0
2097,1328340,GROCERY I,1078,0
2098,1328471,CLEANING,3016,0
2099,1328495,BEVERAGES,1136,0
2101,1328907,PERSONAL CARE,4114,0
2102,1331068,PERSONAL CARE,4138,0
2103,1331407,DAIRY,2103,1
2104,1332103,PERSONAL CARE,4114,0
2105,1332664,DAIRY,2128,1
2108,1333224,GROCERY I,1040,0
2109,1333225,GROCERY I,1040,0
2110,1333307,BREAD/BAKERY,2786,1
2111,1333994,GROCERY I,1040,0
2112,1334068,GROCERY I,1028,0
2113,1334074,GROCERY I,1044,0
2115,1336459,BEVERAGES,1124,0
2116,1336461,BEVERAGES,1124,0
2117,1339795,GROCERY I,1028,0
2122,1342003,GROCERY I,1014,0
2123,1342006,GROCERY I,1014,0
2124,1342007,GROCERY I,1014,0
2125,1342008,GROCERY I,1014,0
2126,1342009,GROCERY I,1014,0
2127,1344514,DAIRY,2116,1
2128,1344755,GROCERY I,1012,0
2129,1345067,GROCERY I,1030,0
2130,1345068,GROCERY I,1030,0
2131,1345070,GROCERY I,1030,0
2132,1345071,GROCERY I,1030,0
2133,1345072,GROCERY I,1030,0
2134,1345337,DAIRY,2152,1
2135,1345352,DAIRY,2128,1
2136,1345981,GROCERY I,1072,0
2137,1346410,CLEANING,3032,0
2139,1346624,GROCERY I,1096,0
2140,1346625,CLEANING,3008,0
2141,1346626,CLEANING,3008,0
2142,1346627,CLEANING,3008,0
2143,1346628,CLEANING,3008,0
2144,1346629,CLEANING,3008,0
2145,1346630,CLEANING,3008,0
2146,1346631,CLEANING,3008,0
2147,1346632,CLEANING,3008,0
2148,1346636,CLEANING,3008,0
2149,1346637,CLEANING,3008,0
2150,1346638,CLEANING,3008,0
2151,1346643,CLEANING,3040,0
2152,1347810,GROCERY I,1040,0
2153,1347811,GROCERY I,1040,0
2154,1347977,GROCERY I,1024,0
2155,1348487,CLEANING,3044,0
2156,1348510,GROCERY I,1034,0
2157,1348983,GROCERY I,1080,0
2159,1349806,GROCERY I,1030,0
2160,1349807,GROCERY I,1030,0
2161,1349808,GROCERY I,1030,0
2162,1350565,BEVERAGES,1136,0
2163,1351227,GROCERY I,1040,0
2164,1351305,GROCERY I,1042,0
2168,1353189,DELI,2650,1
2169,1353191,GROCERY I,1088,0
2170,1353969,CLEANING,3020,0
2171,1354380,GROCERY I,1042,0
2172,1354381,GROCERY I,1042,0
2173,1354382,GROCERY I,1042,0
2174,1354383,GROCERY I,1042,0
2175,1354384,GROCERY I,1042,0
2176,1354385,GROCERY I,1042,0
2177,1354386,GROCERY I,1042,0
2178,1354387,GROCERY I,1042,0
2179,1354388,GROCERY I,1042,0
2180,1354389,GROCERY I,1042,0
2181,1354390,GROCERY I,1042,0
2182,1354711,GROCERY I,1016,0
2183,1354712,GROCERY I,1016,0
2184,1354713,GROCERY I,1016,0
2185,1354714,GROCERY I,1016,0
2186,1354719,GROCERY I,1016,0
2187,1356038,PERSONAL CARE,4138,0
2188,1359503,BEVERAGES,1120,0
2189,1360009,HOME AND KITCHEN II,6329,0
2190,1360010,HOME AND KITCHEN II,6329,0
2191,1360012,HOME AND KITCHEN II,6329,0
2192,1360013,HOME AND KITCHEN II,6329,0
2193,1361205,DAIRY,2116,1
2195,1363877,GROCERY I,1014,0
2196,1363878,GROCERY I,1014,0
2197,1364636,HOME AND KITCHEN II,6338,0
2198,1366212,HOME AND KITCHEN I,6257,0
2199,1366213,HOME AND KITCHEN I,6257,0
2200,1367273,HOME AND KITCHEN I,6212,0
2201,1367438,HOME AND KITCHEN II,6330,0
2202,1368456,HOME AND KITCHEN I,6267,0
2203,1368479,HOME AND KITCHEN I,6269,0
2205,1368488,HOME AND KITCHEN I,6269,0
2206,1369793,HOME AND KITCHEN I,6238,0
2207,1369873,HOME AND KITCHEN II,6330,0
2208,1369875,HOME AND KITCHEN II,6352,0
2209,1369876,HOME AND KITCHEN II,6352,0
2210,1369972,HOME AND KITCHEN II,6330,0
2211,1369973,HOME AND KITCHEN II,6330,0
2212,1370025,HOME AND KITCHEN II,6338,0
2213,1370542,HOME AND KITCHEN I,6223,0
2214,1370547,HOME AND KITCHEN I,6257,0
2215,1370548,HOME AND KITCHEN I,6257,0
2216,1370552,HOME AND KITCHEN I,6257,0
2217,1370564,HOME AND KITCHEN I,6269,0
2219,1370566,HOME AND KITCHEN I,6269,0
2220,1370568,HOME AND KITCHEN I,6269,0
2221,1370572,HOME AND KITCHEN I,6269,0
2222,1370574,HOME AND KITCHEN I,6269,0
2223,1370587,HOME AND KITCHEN I,6269,0
2224,1370588,HOME AND KITCHEN I,6269,0
2225,1370589,HOME AND KITCHEN I,6269,0
2227,1371618,PERSONAL CARE,4114,0
2228,1371620,PERSONAL CARE,4126,0
2229,1372308,HOME AND KITCHEN I,6212,0
2230,1372309,HOME AND KITCHEN I,6212,0
2232,1372511,HOME AND KITCHEN I,6206,0
2233,1372563,HOME AND KITCHEN I,6260,0
2234,1372566,HOME AND KITCHEN I,6232,0
2235,1372585,HOME AND KITCHEN II,6330,0
2236,1372862,HOME AND KITCHEN II,6322,0
2237,1373031,HOME AND KITCHEN II,6330,0
2239,1373081,HOME AND KITCHEN II,6328,0
2240,1373394,HOME AND KITCHEN I,6232,0
2241,1373408,HOME AND KITCHEN I,6258,0
2242,1373409,HOME AND KITCHEN I,6262,0
2243,1373444,HOME AND KITCHEN II,6330,0
2244,1373944,HOME AND KITCHEN II,6328,0
2245,1373976,CLEANING,3014,0
2246,1379151,HOME AND KITCHEN I,6257,0
2247,1379154,HOME AND KITCHEN I,6257,0
2248,1379158,HOME AND KITCHEN I,6257,0
2249,1379194,HOME AND KITCHEN I,6269,0
2250,1379210,HOME AND KITCHEN I,6269,0
2251,1386120,HOME AND KITCHEN I,6246,0
2252,1386220,GROCERY I,1030,0
2253,1386250,HOME AND KITCHEN II,6330,0
2254,1386506,HOME AND KITCHEN I,6206,0
2255,1386695,HOME AND KITCHEN I,6262,0
2256,1386696,HOME AND KITCHEN I,6266,0
2257,1386894,HOME AND KITCHEN II,6328,0
2258,1387609,HOME AND KITCHEN II,6301,0
2259,1388521,HOME AND KITCHEN I,6253,0
2260,1388559,HOME AND KITCHEN I,6269,0
2261,1388568,HOME AND KITCHEN I,6269,0
2262,1388574,HOME AND KITCHEN I,6269,0
2263,1390351,GROCERY I,1040,0
2264,1390352,GROCERY I,1040,0
2265,1390405,GROCERY I,1036,0
2267,1391548,GROCERY I,1076,0
2268,1391549,GROCERY I,1076,0
2269,1392256,HOME AND KITCHEN II,6350,0
2271,1392261,HOME AND KITCHEN II,6350,0
2273,1392627,PERSONAL CARE,4126,0
2274,1392628,PERSONAL CARE,4126,0
2275,1393033,BEVERAGES,1122,0
2276,1393047,GROCERY I,1040,0
2277,1394348,CLEANING,3008,0
2278,1394349,CLEANING,3008,0
2279,1395693,GROCERY I,1028,0
2280,1396282,PERSONAL CARE,4122,0
2281,1397060,BEVERAGES,1122,0
2282,1397061,BEVERAGES,1122,0
2283,1397062,BEVERAGES,1122,0
2284,1397067,CLEANING,3032,0
2285,1397068,CLEANING,3032,0
2286,1397779,GROCERY I,1030,0
2287,1397797,GROCERY I,1016,0
2288,1397802,GROCERY I,1016,0
2289,1398687,"LIQUOR,WINE,BEER",1387,0
2290,1398688,"LIQUOR,WINE,BEER",1387,0
2291,1399750,"LIQUOR,WINE,BEER",1318,0
2292,1400328,CLEANING,3016,0
2293,1400329,CLEANING,3016,0
2294,1400330,CLEANING,3016,0
2295,1400331,CLEANING,3016,0
2296,1400332,CLEANING,3016,0
2297,1400334,CLEANING,3016,0
2298,1400826,HOME AND KITCHEN II,6352,0
2299,1400846,HOME AND KITCHEN II,6352,0
2300,1401722,PERSONAL CARE,4126,0
2301,1401733,PERSONAL CARE,4138,0
2302,1401735,PERSONAL CARE,4138,0
2303,1402017,CLEANING,3034,0
2309,1402545,CLEANING,3016,0
2310,1402643,DAIRY,2124,1
2313,1404385,BEVERAGES,1124,0
2314,1404410,DELI,2636,1
2315,1404411,DELI,2636,1
2316,1405685,DAIRY,2152,1
2322,1410792,GROCERY I,1026,0
2323,1410850,HOME AND KITCHEN II,6353,0
2324,1411065,GROCERY I,1030,0
2325,1412115,PERSONAL CARE,4139,0
2326,1412204,FROZEN FOODS,2246,0
2327,1412379,GROCERY II,1236,0
2328,1412392,"LIQUOR,WINE,BEER",1318,0
2329,1412393,"LIQUOR,WINE,BEER",1318,0
2330,1412519,CLEANING,3030,0
2331,1412575,POULTRY,2420,1
2332,1415679,BREAD/BAKERY,2716,1
2333,1416362,CLEANING,3034,0
2334,1417148,GROCERY I,1076,0
2335,1417154,GROCERY I,1028,0
2336,1417697,GROCERY I,1042,0
2337,1418022,GROCERY I,1026,0
2338,1418259,CLEANING,3006,0
2339,1418484,CLEANING,3008,0
2340,1418842,GROCERY I,1004,0
2341,1418844,GROCERY I,1004,0
2342,1418845,GROCERY I,1004,0
2343,1418846,GROCERY I,1004,0
2344,1418847,GROCERY I,1004,0
2345,1420007,HOME AND KITCHEN I,6266,0
2346,1421156,BEVERAGES,1136,0
2347,1421428,BEVERAGES,1124,0
2348,1421429,BEVERAGES,1136,0
2349,1421438,GROCERY I,1016,0
2350,1422036,GROCERY I,1086,0
2352,1422284,GROCERY I,1086,0
2353,1422347,MEATS,2340,1
2354,1422500,DELI,2630,1
2355,1422815,"LIQUOR,WINE,BEER",1318,0
2356,1422817,"LIQUOR,WINE,BEER",1318,0
2357,1422835,DAIRY,2116,1
2358,1422837,DAIRY,2116,1
2359,1422849,GROCERY I,1072,0
2361,1426023,GROCERY I,1072,0
2362,1427659,DAIRY,2116,1
2363,1428328,BEVERAGES,1120,0
2364,1428330,BEVERAGES,1120,0
2365,1428331,BEVERAGES,1120,0
2366,1428779,DAIRY,2116,1
2367,1430040,BEVERAGES,1120,0
2368,1430041,BEVERAGES,1120,0
2369,1430080,HOME AND KITCHEN I,6258,0
2370,1430081,HOME AND KITCHEN I,6258,0
2371,1430082,HOME AND KITCHEN I,6258,0
2372,1430083,HOME AND KITCHEN I,6258,0
2373,1441468,GROCERY I,1062,0
2374,1441511,PERSONAL CARE,4176,0
2375,1441513,GROCERY I,1008,0
2376,1441514,GROCERY I,1008,0
2377,1441515,GROCERY I,1008,0
2378,1441516,GROCERY I,1008,0
2379,1441517,GROCERY I,1008,0
2380,1441817,GROCERY I,1084,0
2381,1442157,CLEANING,3026,0
2382,1444597,GROCERY I,1008,0
2383,1444598,GROCERY I,1008,0
2384,1444600,PERSONAL CARE,4104,0
2387,1445281,GROCERY I,1040,0
2388,1446726,DAIRY,2104,1
2389,1447815,CLEANING,3014,0
2390,1447817,CLEANING,3014,0
2391,1449487,BEAUTY,4254,0
2392,1449645,GROCERY I,1074,0
2393,1452378,MAGAZINES,5224,0
2394,1453122,BREAD/BAKERY,2718,1
2395,1453123,BREAD/BAKERY,2718,1
2396,1453124,BREAD/BAKERY,2718,1
2397,1454707,BREAD/BAKERY,2718,1
2398,1454708,BREAD/BAKERY,2718,1
2399,1455272,PERSONAL CARE,4138,0
2400,1455482,BEVERAGES,1152,0
2401,1455485,BEVERAGES,1152,0
2402,1455790,CLEANING,3040,0
2403,1455886,BEVERAGES,1153,0
2405,1456346,MAGAZINES,5224,0
2406,1456881,HOME CARE,3106,0
2407,1456886,HOME CARE,3110,0
2408,1456909,HOME CARE,3108,0
2409,1456910,HOME CARE,3108,0
2410,1456912,HOME CARE,3110,0
2411,1456916,HOME CARE,3110,0
2412,1456917,HOME CARE,3110,0
2413,1456921,HOME CARE,3110,0
2414,1456922,HOME CARE,3110,0
2415,1456931,HOME CARE,3110,0
2416,1456935,HOME CARE,3110,0
2417,1456939,HOME CARE,3110,0
2418,1456952,HOME CARE,3102,0
2419,1456993,HOME CARE,3106,0
2420,1456994,HOME CARE,3106,0
2421,1456995,HOME CARE,3106,0
2422,1456996,HOME CARE,3106,0
2423,1456997,HOME CARE,3106,0
2424,1456998,HOME CARE,3106,0
2425,1457000,HOME CARE,3106,0
2426,1457001,HOME CARE,3106,0
2427,1457002,HOME CARE,3106,0
2428,1457003,HOME CARE,3106,0
2429,1457004,HOME CARE,3106,0
2430,1457005,HOME CARE,3106,0
2431,1457012,HOME CARE,3108,0
2432,1457020,HOME CARE,3108,0
2433,1457031,HOME CARE,3110,0
2434,1457039,HOME CARE,3110,0
2435,1457160,HOME CARE,3104,0
2436,1457168,HOME CARE,3104,0
2437,1457175,HOME CARE,3106,0
2438,1457176,HOME CARE,3106,0
2439,1457177,HOME CARE,3106,0
2440,1457178,HOME CARE,3106,0
2441,1457179,HOME CARE,3106,0
2442,1457180,HOME CARE,3106,0
2443,1457181,HOME CARE,3106,0
2444,1457182,HOME CARE,3106,0
2445,1457183,HOME CARE,3106,0
2446,1457184,HOME CARE,3106,0
2447,1457185,HOME CARE,3106,0
2448,1457192,HOME CARE,3108,0
2449,1457199,HOME CARE,3108,0
2450,1457201,HOME CARE,3108,0
2451,1457202,HOME CARE,3108,0
2452,1457217,HOME CARE,3110,0
2453,1457228,HOME CARE,3110,0
2454,1457229,HOME CARE,3110,0
2455,1457230,HOME CARE,3110,0
2456,1457231,HOME CARE,3110,0
2457,1457239,HOME CARE,3110,0
2458,1457240,HOME CARE,3110,0
2459,1457245,HOME CARE,3110,0
2460,1457247,HOME CARE,3110,0
2461,1457251,HOME CARE,3110,0
2462,1457256,HOME CARE,3110,0
2463,1457311,HOME CARE,3104,0
2464,1457328,HOME CARE,3106,0
2467,1457337,HOME CARE,3106,0
2468,1457338,HOME CARE,3106,0
2471,1457341,HOME CARE,3106,0
2474,1457346,HOME CARE,3108,0
2475,1457359,HOME CARE,3106,0
2476,1457396,HOME CARE,3106,0
2477,1457409,HOME CARE,3108,0
2478,1457411,HOME CARE,3108,0
2479,1457416,HOME CARE,3110,0
2480,1457417,HOME CARE,3110,0
2481,1457518,GROCERY I,1008,0
2482,1457834,GROCERY I,1074,0
2484,1457840,BREAD/BAKERY,2786,1
2485,1457948,HOME CARE,3106,0
2486,1457990,HOME CARE,3110,0
2487,1458088,HOME CARE,3110,0
2489,1458461,GROCERY I,1030,0
2490,1458834,BEVERAGES,1122,0
2491,1458842,DAIRY,2166,1
2492,1458844,DAIRY,2166,1
2493,1458847,DAIRY,2166,1
2494,1458848,DAIRY,2166,1
2495,1458849,DAIRY,2166,1
2496,1458850,DAIRY,2166,1
2497,1458851,DAIRY,2166,1
2498,1458914,"LIQUOR,WINE,BEER",1338,0
2499,1458920,HOME CARE,3106,0
2500,1459058,GROCERY I,1022,0
2501,1459067,CLEANING,3046,0
2502,1459225,"LIQUOR,WINE,BEER",1310,0
2503,1459226,"LIQUOR,WINE,BEER",1312,0
2504,1459514,CLEANING,3034,0
2505,1459515,CLEANING,3034,0
2506,1459692,GROCERY I,1040,0
2507,1459697,GROCERY I,1040,0
2508,1460018,CLEANING,3034,0
2509,1460019,CLEANING,3034,0
2510,1460020,CLEANING,3034,0
2511,1460021,CLEANING,3034,0
2512,1460808,DAIRY,2130,1
2513,1463437,GROCERY I,1072,0
2514,1463441,BEVERAGES,1132,0
2515,1463451,GROCERY I,1028,0
2518,1463507,BEVERAGES,1118,0
2519,1463509,BEVERAGES,1118,0
2520,1463510,BEVERAGES,1118,0
2521,1463555,BEVERAGES,1114,0
2522,1463566,BEVERAGES,1190,0
2523,1463568,BEVERAGES,1190,0
2524,1463569,BEVERAGES,1190,0
2525,1463587,BEVERAGES,1190,0
2526,1463591,BEVERAGES,1190,0
2527,1463594,BEVERAGES,1190,0
2528,1463595,BEVERAGES,1190,0
2529,1463596,BEVERAGES,1190,0
2530,1463602,BEVERAGES,1190,0
2531,1463603,BEVERAGES,1190,0
2532,1463604,BEVERAGES,1190,0
